Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
28,1.0043539858654718,0.010148037986531442,0.6934372751093701,0.6937576338072509,21.699718749569968,0.619014311892291
29,1.0055815509011075,0.010248356090230837,0.6522354444087539,0.6537506347861738,20.46700392076903,0.5972294770181179
30,1.007365372233628,0.011330156820666725,0.5997563680891174,0.603719310404846,20.997126256051363,0.6249649049714208
31,0.9982582147608804,0.009902801204122891,0.6740871663251634,0.6781943673586978,21.289181867275463,0.6188601953908801
32,1.0039902161498095,0.009589927758795122,0.7400973561060363,0.7414025852693379,22.079063880335845,0.634058807666103
33,0.9987381385834836,0.010233145112490787,0.7221099558456168,0.7164809314585523,21.22420085979452,0.6087586941818396
34,0.9987481334591439,0.010583596902986917,0.7004498919070755,0.6980773966944679,19.945867605769504,0.6183034634838501
35,1.0109215711361796,0.010679487298494874,0.6912346307085364,0.7010602614497612,21.655759113318055,0.6385855016609033
36,1.0039737493293721,0.010061783418676801,0.6761966371404532,0.6752391799378791,21.79241412435211,0.6343379237999519
37,1.0114439021157955,0.009731555022093472,0.6546313125125611,0.662507077475279,22.575189895921326,0.640721855374674
38,1.0125749780328235,0.009207980146436073,0.6097774874439555,0.6146132118794141,22.335715637049326,0.6316574886441231
39,1.0074315559139568,0.009401158685924598,0.670435244734116,0.691894070022014,21.188335724609342,0.6337806498631835
40,1.0017557134285817,0.009543212599928866,0.7448035345551718,0.7486433754309765,21.53908373650021,0.638845592426757
41,1.0072432602308072,0.009926958343024412,0.7314303759711882,0.7371156838058767,22.549531228165222,0.6403188329810897
42,1.0175821588842908,0.00974263378022784,0.7164929534848883,0.7296258643845827,21.26152313172918,0.6319296425208449
43,1.0014569762003356,0.009875975147877608,0.6909623691390232,0.6909121363202512,21.73750336969462,0.6341365678235888
44,1.001989562867096,0.009087895927178926,0.7167630096825447,0.718966139581322,21.63419334235023,0.6347025108213226
45,1.0026858316600653,0.009897620239145848,0.7000052035842811,0.6980987781977785,21.578670397796486,0.6287595381339391
46,1.0045582218064788,0.009275120751963135,0.6689352090187495,0.6711799497103823,19.729213512476885,0.6306972472618023
47,0.9986936706205758,0.009343462173945338,0.6910354784839061,0.6891749895080018,21.64916993401694,0.646982098929584
48,0.9984801084297138,0.008965400689749757,0.6635541184172445,0.6600715845987941,22.231498544184007,0.6520802884673079
49,1.0015415887147683,0.009257051319871819,0.6159297503160508,0.6139604729183471,22.7284746754614,0.6546851365516583
50,1.002697064731661,0.009148576982237028,0.5781045388780246,0.5787720518876176,22.592504175963427,0.6484379128863414
51,1.0020423442619282,0.008951545390429088,0.5805429983534207,0.5825173254829744,22.55310313078126,0.6433013609300057
52,1.0052913493873006,0.009773880796949509,0.5758300688385305,0.580599010649307,21.43356780491228,0.6419524056836963
53,1.00564364860071,0.009570901404592873,0.5798202243299115,0.5847676991099152,22.535808513436372,0.6455546350528797
54,0.9955870612550177,0.008808642783258831,0.6131117253672352,0.607063369592909,22.62746407326649,0.6538255385433634
55,1.00313720703125,0.008418230288430473,0.5549948381784872,0.5556156854273865,22.757589343249997,0.6586918833975991
56,0.9991433397182443,0.009009911508932298,0.5680694254722385,0.5665417698865437,22.608702754368192,0.6533095318203171
57,1.000947195192727,0.008865175396203994,0.6169347692589734,0.6222136389484721,22.87756706293399,0.655943530301253
58,0.9975842554924896,0.00850746043191101,0.6362595280889648,0.6328564767020842,22.86774282593065,0.6559091390420994
59,1.0036633363744831,0.008347812308338136,0.6400535009842552,0.6436819382464688,22.780165631495954,0.6549085527658463
60,1.0039520432277278,0.008451376101053551,0.6347593952937679,0.6392125717184162,22.57925783285288,0.6578784373899301
61,1.0048095534519597,0.00854080465174594,0.657528159763273,0.6621130254387196,21.726988579103768,0.6485135688756903
62,1.004114060507295,0.008894851832594003,0.6206870619763327,0.6248684457652477,22.54815161898194,0.6571301594376564
63,1.003191725852081,0.009136936398871367,0.6560890314328737,0.6592103061755059,21.13480452558257,0.6551901192093889
64,1.0007612398316188,0.008620475572199453,0.6619465279645024,0.6627619532261105,22.10272999477465,0.645696678198874
65,1.0025521731508371,0.009031928166006151,0.6708069342934624,0.6737756011894395,21.71696687778905,0.6568157707030574
66,0.9995042399148256,0.008429165045571261,0.707929251009588,0.70750282541823,22.411076357031504,0.6529367820670208
67,0.9931648465151286,0.008717307344449489,0.6773151343040045,0.6666435997130462,22.20151559320907,0.6533962059766054
68,0.9993991915033668,0.009568013198344417,0.6393981514714699,0.6366200908112921,19.248679627994015,0.6360379749288162
69,1.0059862707859903,0.009856127504032948,0.5906475282505731,0.5929161086266871,21.97133733736655,0.6508467849344015
70,0.99593867491622,0.009584324354130919,0.5722559750738724,0.563012375917224,22.04035234081612,0.6519972421228886
71,0.9971288354357303,0.009134838278328186,0.5334706639387331,0.5293941161579848,22.474840673030492,0.6620583630477389
72,0.999474826306928,0.009112344423401586,0.5244254303241962,0.5220613553049814,22.296575055917437,0.6471802281836668
73,1.006972643617767,0.0088732382766285,0.5395246750742032,0.5441933777450857,21.899077176056384,0.6500440671419104
74,1.001924382652367,0.00917382567647577,0.4721178549758637,0.4673515192382243,22.416593800394224,0.6464217752218246
75,0.9996635900676579,0.009108173806035057,0.4156201673805384,0.4119745433989151,22.123714086031004,0.6507282238453627
76,1.001838540372269,0.008941526214967774,0.3898538640849498,0.3918190602110236,22.662239569688083,0.6567122004926205
77,0.9976278934689516,0.008734786304650386,0.3862695648360648,0.37718549872959517,22.384069418401225,0.6483795111998916
78,0.99924462539715,0.009100398803078337,0.27016958120942774,0.25782957879713225,22.812924640543958,0.6568906499693791
79,0.9997848884835427,0.008822127891632404,0.2111120879650116,0.22139098594860476,22.79285825909355,0.6601889471833905
80,1.002238604640434,0.008792202780795032,0.3477524433346743,0.355198053398185,22.83441784021693,0.6601648985718688
81,0.9986777090894583,0.008652690114731288,0.39528590503318534,0.39277464938427203,22.40663450489312,0.6567650819197297
82,1.0057574448005928,0.00854074471522102,0.3695110974555516,0.36225603851824173,22.159797880926163,0.6625686114033064
83,0.9999664747912581,0.009103176611069158,0.1721284178574441,0.16560423761112256,22.822265297772752,0.6582992368688186
84,1.0028557415166612,0.008732750984577679,0.24759988310587341,0.2605235392876093,22.220291203734753,0.6631033401936293
85,0.9994723406944486,0.008499839687874305,0.318050694943133,0.3124525915193294,22.859931547939404,0.6617712704464793
86,1.002089895200993,0.008287438557828,0.3062303415648845,0.31205860323668844,22.839942123915744,0.6637342597047488
87,1.003297772723667,0.008345026323232203,0.3384560427283714,0.33582785592224057,22.98121680485099,0.662430145467321
88,0.9991195161039658,0.008441727945982422,0.3668411259163809,0.3706920413681157,22.651409397406454,0.6594228856265545
89,1.0044263938513909,0.008244329104354369,0.33003746597147776,0.32703237372208693,22.7298232781574,0.6547350231558084
90,1.0008533432338778,0.008402351385692536,0.3041020171089067,0.3029119354585258,23.068811377634773,0.6663758403932055
91,1.0011152997201318,0.008366799337058766,0.2234691403847373,0.2185935569813897,22.710069257212776,0.6666040482620398
92,1.0018243677708325,0.008461545004370463,0.18434775600940484,0.18302516727322374,22.876353446885265,0.6680945390835404
93,1.0010108055989386,0.008623345148909159,0.14567664095216035,0.14681382578545513,23.062497826702405,0.6678816638886929
94,0.9951869298081372,0.008996165602452517,0.11827342290410679,0.1161601856762533,22.23419533840657,0.6688620097314318
95,0.9994990533228079,0.008067693813441537,0.15887624037693876,0.15614874241925075,22.763139906870084,0.6662470167502761
96,1.00106899527555,0.008548463657704177,0.14568353622163857,0.14540951977283256,22.350181141430294,0.6632767540092269
97,0.9952032805806366,0.009066219388080237,0.08307170584715533,0.06413411371741382,22.679816641289147,0.6596227219949166
98,0.9999540215697736,0.009057574840622713,6.12993970367292e-05,1.9805950538963988e-05,22.437742874481735,0.6645039503152171
99,1.0000088770745208,0.008946249524429852,4.867532645235507e-05,5.545730495078029e-05,22.77785566984498,0.6633346987267336
100,0.9999939133449154,0.00858952472634737,2.9019749760210335e-05,2.314361048930226e-05,22.64589065870433,0.6541758853321274
